163
-3843.42 11951.1 2208.35,  151 152,                 stand,  0.0 0.0 0.0,  ,
-1305.58 10769.8 2208.13,  49 51 63,                stand,  0.0 0.0 0.0,  ,
-1101.76 11031.8 2208.13,  47 50 65,                stand,  0.0 0.0 0.0,  ,
-1056.88 11572.3 2208.13,  6 19 47 53 54,           stand,  0.0 0.0 0.0,  ,
-1051.3 12052.7 2208.13,   20 52 147 148,           stand,  0.0 0.0 0.0,  ,
-1379.88 11560.6 2208.13,  52 55 148,               stand,  0.0 0.0 0.0,  ,
-1537.34 11702.0 2210.13,  54 56,                   stand,  0.0 0.0 0.0,  ,
-1742.04 11472.2 2210.13,  55 57,                   stand,  0.0 0.0 0.0,  ,
-1944.8 11691.5 2208.13,   56 58 145 146,           stand,  0.0 0.0 0.0,  ,
-1950.07 11486.7 2208.13,  57 59 62,                stand,  0.0 0.0 0.0,  ,
-2288.76 11378.8 2208.13,  8 58,                    stand,  0.0 0.0 0.0,  ,
-2253.6 11101.5 2208.13,   8 61,                    stand,  0.0 0.0 0.0,  ,
-2112.84 11133.6 2208.13,  60 62 63,                stand,  0.0 0.0 0.0,  ,
-1923.19 11263.5 2208.13,  58 61 64,                stand,  0.0 0.0 0.0,  ,
-1979.73 10813.8 2208.13,  7 50 61 64,              stand,  0.0 0.0 0.0,  ,
-1780.04 10913.3 2208.13,  7 62 63 65,              stand,  0.0 0.0 0.0,  ,
-1640.83 11008.8 2208.13,  51 64,                   stand,  0.0 0.0 0.0,  ,
-1259.0 10242.5 2208.13,   14 38 67,                stand,  0.0 0.0 0.0,  ,
-1308.42 9912.56 2208.13,  3 66 68 69,              stand,  0.0 0.0 0.0,  ,
-368.118 9919.36 2208.13,  16 32 38 39 67 159,      stand,  0.0 0.0 0.0,  ,
-1653.18 10060.5 2208.13,  14 67 70,                stand,  0.0 0.0 0.0,  ,
-1868.66 10052.3 2277.85,  69 71,                   stand,  0.0 0.0 0.0,  ,
-1938.45 10055.3 2221.77,  70 72 74,                stand,  0.0 0.0 0.0,  ,
-2225.6 9813.72 2226.73,   71 73,                   stand,  0.0 0.0 0.0,  ,
-2465.02 9970.88 2220.71,  72 74 75,                stand,  0.0 0.0 0.0,  ,
-2220.11 10214.6 2227.17,  71 73,                   stand,  0.0 0.0 0.0,  ,
-2510.1 9968.14 2282.23,   73 76,                   stand,  0.0 0.0 0.0,  ,
-2641.96 9971.9 2280.63,   75 77,                   stand,  0.0 0.0 0.0,  ,
-2681.2 9968.88 2221.41,   13 76 78,                stand,  0.0 0.0 0.0,  ,
-2955.98 9830.56 2228.13,  77 79,                   stand,  0.0 0.0 0.0,  ,
-3208.75 10055.7 2220.74,  13 78 80,                stand,  0.0 0.0 0.0,  ,
-3265.99 10076.3 2278.19,  79 81,                   stand,  0.0 0.0 0.0,  ,
-3469.14 10084.1 2208.13,  2 80 82 83 89,           stand,  0.0 0.0 0.0,  ,
-3734.79 10183.4 2208.13,  2 81 83 89 91,           stand,  0.0 0.0 0.0,  ,
-3651.09 10466.4 2208.13,  81 82 84 115 116,        stand,  0.0 0.0 0.0,  ,
-3802.69 10468.5 2254.13,  83 85,                   stand,  0.0 0.0 0.0,  ,
-3865.74 10550.1 2252.13,  12 84 86,                stand,  0.0 0.0 0.0,  ,
-3974.42 10495.9 2252.13,  85 87,                   stand,  0.0 0.0 0.0,  ,
-4040.8 10585.7 2254.13,   86 88,                   stand,  0.0 0.0 0.0,  ,
-4178.49 10584.7 2208.13,  87 90 92 109 118,        stand,  0.0 0.0 0.0,  ,
-4005.63 10036.7 2208.13,  81 82 90 99,             stand,  0.0 0.0 0.0,  ,
-4175.32 10168.2 2208.13,  88 89 91 99,             stand,  0.0 0.0 0.0,  ,
-3899.8 10321.2 2208.13,   2 82 90,                 stand,  0.0 0.0 0.0,  ,
-4354.46 10570.4 2208.13,  88 93 106,               stand,  0.0 0.0 0.0,  ,
-4367.24 10358.6 2210.63,  11 92 94,                stand,  0.0 0.0 0.0,  ,
-4613.21 10046.6 2210.63,  93 95 97,                stand,  0.0 0.0 0.0,  ,
-4746.09 10089.1 2210.63,  11 94 96,                stand,  0.0 0.0 0.0,  ,
-4908.03 10091.0 2208.13,  95 100,                  stand,  0.0 0.0 0.0,  ,
-4315.49 10021.3 2210.63,  94 98,                   stand,  0.0 0.0 0.0,  ,
-4261.07 10017.5 2280.13,  97 99,                   stand,  0.0 0.0 0.0,  ,
-4221.93 10022.2 2208.13,  89 90 98,                stand,  0.0 0.0 0.0,  ,
-4945.34 10575.8 2208.13,  96 101 105 106,          stand,  0.0 0.0 0.0,  ,
-5440.74 10483.8 2208.13,  100 102,                 stand,  0.0 0.0 0.0,  ,
-5394.26 11413.3 2208.13,  101 103 105 122 160,     stand,  0.0 0.0 0.0,  ,
-5098.33 11691.0 2208.13,  102 104 160,             stand,  0.0 0.0 0.0,  ,
-4719.78 12382.5 2194.13,  103 123 124 149,         stand,  0.0 0.0 0.0,  ,
-5003.73 10897.5 2208.13,  100 102 107 160,         stand,  0.0 0.0 0.0,  ,
-4553.6 10685.7 2208.13,   10 92 100 107 108,       stand,  0.0 0.0 0.0,  ,
-4661.67 11071.8 2208.13,  10 105 106 108 121 122,  stand,  0.0 0.0 0.0,  ,
-4492.0 10974.6 2208.13,   10 106 107 109,          stand,  0.0 0.0 0.0,  ,
-4179.0 11022.5 2208.13,   88 108 110 118,          stand,  0.0 0.0 0.0,  ,
-3939.43 11073.5 2208.13,  109 111 117 119,         stand,  0.0 0.0 0.0,  ,
-3914.13 11296.4 2208.13,  110 112 119,             stand,  0.0 0.0 0.0,  ,
-3605.69 11294.9 2208.13,  111 113 156,             stand,  0.0 0.0 0.0,  ,
-3449.43 11028.2 2208.13,  112 114 155 157,         stand,  0.0 0.0 0.0,  ,
-3553.05 10829.2 2208.13,  113 115,                 stand,  0.0 0.0 0.0,  ,
-3565.92 10714.4 2208.13,  83 114 116,              stand,  0.0 0.0 0.0,  ,
-3780.41 10717.0 2208.13,  83 115 117,              stand,  0.0 0.0 0.0,  ,
-3887.37 10738.5 2208.13,  110 116 118,             stand,  0.0 0.0 0.0,  ,
-4157.13 10726.3 2208.13,  88 109 117,              stand,  0.0 0.0 0.0,  ,
-4037.74 11600.7 2208.13,  23 110 111 120,          stand,  0.0 0.0 0.0,  ,
-4475.06 11661.8 2208.13,  23 119 121,              stand,  0.0 0.0 0.0,  ,
-4621.44 11575.3 2208.13,  107 120 122,             stand,  0.0 0.0 0.0,  ,
-4655.72 11268.8 2208.13,  102 107 121,             stand,  0.0 0.0 0.0,  ,
-4436.99 12720.7 2188.43,  104 126,                 stand,  0.0 0.0 0.0,  ,
-4273.58 12488.5 2181.43,  104 125 149,             stand,  0.0 0.0 0.0,  ,
-4105.37 12658.1 2170.85,  22 124 126 127,          stand,  0.0 0.0 0.0,  ,
-4197.9 12883.6 2182.53,   22 123 125 127,          stand,  0.0 0.0 0.0,  ,
-3930.57 12768.5 2189.23,  22 125 126 128,          stand,  0.0 0.0 0.0,  ,
-3802.19 12842.3 2192.13,  21 22 127 129,           stand,  0.0 0.0 0.0,  ,
-3427.72 12736.4 2183.63,  128 130,                 stand,  0.0 0.0 0.0,  ,
-3430.42 13087.3 2183.63,  21 129 131,              stand,  0.0 0.0 0.0,  ,
-3430.84 13176.2 2201.28,  130 132,                 stand,  0.0 0.0 0.0,  ,
-2884.4 13350.9 2195.4,    131 133,                 stand,  0.0 0.0 0.0,  ,
-2727.66 12965.2 2191.98,  132 134 136 140 141,     stand,  0.0 0.0 0.0,  ,
-2277.42 12861.9 2189.93,  133 135,                 stand,  0.0 0.0 0.0,  ,
-2229.75 12736.0 2199.97,  134 136 142 143,         stand,  0.0 0.0 0.0,  ,
-2563.84 12621.5 2192.64,  133 135 138 139,         stand,  0.0 0.0 0.0,  ,
-2939.33 12309.0 2192.83,  24 138,                  stand,  0.0 0.0 0.0,  ,
-2997.45 12456.9 2192.81,  1 136 137 141,           stand,  0.0 0.0 0.0,  ,
-2578.26 12436.0 2192.67,  24 136,                  stand,  0.0 0.0 0.0,  ,
-2951.1 12963.0 2192.62,   1 133,                   stand,  0.0 0.0 0.0,  ,
-2813.6 12676.7 2192.75,   133 138,                 stand,  0.0 0.0 0.0,  ,
-2087.15 12184.7 2213.55,  135 144 145 146,         stand,  0.0 0.0 0.0,  ,
-1989.88 12492.1 2207.56,  135 144,                 stand,  0.0 0.0 0.0,  ,
-1908.06 12172.5 2215.42,  142 143 147,             stand,  0.0 0.0 0.0,  ,
-2127.18 11679.1 2208.13,  57 142,                  stand,  0.0 0.0 0.0,  ,
-1931.2 11901.9 2208.13,   57 142,                  stand,  0.0 0.0 0.0,  ,
-1598.66 12107.6 2208.13,  20 53 144,               stand,  0.0 0.0 0.0,  ,
-1391.7 11982.6 2208.13,   20 53 54,                stand,  0.0 0.0 0.0,  ,
-4239.61 12378.1 2182.66,  104 124 150,             stand,  0.0 0.0 0.0,  ,
-4216.02 12317.4 2208.15,  149 151,                 stand,  0.0 0.0 0.0,  ,
-3997.31 12017.7 2208.23,  0 150,                   stand,  0.0 0.0 0.0,  ,
-3266.36 11897.6 2210.47,  0 153,                   stand,  0.0 0.0 0.0,  ,
-2980.74 11562.7 2208.93,  152 154,                 stand,  0.0 0.0 0.0,  ,
-2992.34 11247.7 2208.13,  8 9 153 155 157,         stand,  0.0 0.0 0.0,  ,
-3251.79 11234.6 2208.13,  113 154 156,             stand,  0.0 0.0 0.0,  ,
-3565.06 11624.8 2208.13,  112 155,                 stand,  0.0 0.0 0.0,  ,
-3060.37 11003.9 2208.13,  113 154,                 stand,  0.0 0.0 0.0,  ,
-407.521 10563.3 2208.13,  19 38 39,                stand,  0.0 0.0 0.0,  ,
41.5649 9990.98 2208.13,   16 32 68,                stand,  0.0 0.0 0.0,  ,
-5252.0 11165.5 2208.31,   102 103 105,             stand,  0.0 0.0 0.0,  ,
1123.73 11554.2 2208.13,   25 162,                  stand,  0.0 0.0 0.0,  ,
643.413 11522.6 2208.13,   4 34 35 161,             stand,  0.0 0.0 0.0,  ,
